Dept,Course,Description,Section,Comp,Del,StartMonth,StartDay,EndMonth,EndDay,ClassDayOfWeek,ClassHour,ClassDuration,Room,ProfFirstName,ProfLastName
ACFN,ACCT3220,Financial Accounting Concepts,8,8,1,1,4,4,20,Tuesday,10,1.5,EB2128,,
ACFN,ACCT3221,Financial Accounting Concepts,8,8,2,1,4,4,20,Thursday,10,1.5,EB2128,,
ACFN,ACCT3220,Financial Accounting Concepts,8,508,1,1,4,4,20,Thursday,18,1,EB2136,,
ACFN,ACCT3221,Financial Accounting Concepts,9,9,1,1,4,4,20,Tuesday,11.5,1.5,EB3120,,
ACFN,ACCT3220,Financial Accounting Concepts,9,9,2,1,4,4,20,Thursday,11.5,1.5,EB3120,,
ACFN,ACCT3221,Financial Accounting Concepts,9,509,1,1,4,4,20,Thursday,19,1,EB2136,,
ACFN,ACCT3220,Financial Accounting Practices,1,1,1,1,4,4,20,Tuesday,8.5,2,EB1010,,
ACFN,ACCT3221,Financial Accounting Practices,1,1,2,1,4,4,20,Thursday,8.5,1,EB1010,,
ACFN,ACCT3224,Financial Accounting Practices,1,401,1,1,4,4,20,Thursday,9.5,1,EB1010,,
ACFN,ACCT3221,Financial Accounting Practices,2,2,1,1,4,4,20,Tuesday,10.5,2,EB1010,,
ACFN,ACCT3224,Financial Accounting Practices,2,2,2,1,4,4,20,Thursday,10.5,1,EB1010,,
ACFN,ACCT3221,Financial Accounting Practices,2,402,1,1,4,4,20,Thursday,11.5,1,EB1010,,
ACFN,ACCT3224,Financial Accounting Practices,3,3,1,1,4,4,20,Tuesday,8.5,2,E151,Magennis,Simon
ACFN,ACCT3221,Financial Accounting Practices,3,3,2,1,4,4,20,Thursday,8.5,1,E151,Magennis,Simon
ACFN,ACCT3224,Financial Accounting Practices,3,403,1,1,4,4,20,Thursday,9.5,1,E151,Magennis,Simon
ACFN,ACCT3221,Intermediate Accounting I,1,1,1,1,4,4,20,Monday,14.5,2,EB2128,Derjal,Yousef
ACFN,ACCT3224,Intermediate Accounting I,1,1,2,1,4,4,20,Wednesday,14.5,1,EB2128,Derjal,Yousef
ACFN,ACCT3228,Intermediate Accounting I,1,401,1,1,4,4,20,Wednesday,15.5,1,EB2128,Derjal,Yousef
ACFN,ACCT3224,Intermediate Accounting I,2,2,1,1,4,4,20,Monday,8.5,2,EB3120,,
ACFN,ACCT3228,Intermediate Accounting I,2,2,2,1,4,4,20,Wednesday,8.5,1,EB3120,,
ACFN,ACCT3224,Intermediate Accounting I,2,402,1,1,4,4,20,Wednesday,9.5,1,EB3120,,
ACFN,ACCT3228,Intermediate Accounting I,3,3,1,1,4,4,20,Monday,10.5,2,EB1102,,
ACFN,ACCT3224,Intermediate Accounting I,3,3,2,1,4,4,20,Wednesday,10.5,1,EB1102,,
ACFN,ACCT3228,Intermediate Accounting I,3,403,1,1,4,4,20,Wednesday,11.5,1,EB1102,,
ACFN,ACCT3224,Management Accounting I,1,1,1,1,4,4,20,Tuesday,13,1.5,EB3130,Deol,Harjinder
ACFN,ACCT3228,Management Accounting I,1,1,2,1,4,4,20,Thursday,13,1.5,EB3130,Deol,Harjinder
ACFN,ACCT3730,Management Accounting I,1,2,1,1,4,4,20,Tuesday,14.5,1.5,EB3130,Deol,Harjinder
ACFN,ACCT3228,Management Accounting I,1,2,2,1,4,4,20,Thursday,14.5,1.5,EB3130,Deol,Harjinder
ACFN,ACCT3730,Management Accounting I,1,3,1,1,4,4,20,Monday,10,1.5,EB3126,Derjal,Yousef
ACFN,ACCT3228,Management Accounting I,1,3,2,1,4,4,20,Wednesday,10,1.5,EB3126,Derjal,Yousef
ACFN,ACCT3730,Management Accounting I,1,4,1,1,4,4,20,Monday,11.5,1.5,EB3126,Derjal,Yousef
ACFN,ACCT3228,Management Accounting I,1,4,2,1,4,4,20,Wednesday,11.5,1.5,EB3126,Derjal,Yousef
ACFN,ACCT3730,Management Accounting I,1,5,1,1,4,4,20,Monday,13,1.5,EB3134,El-Temtamy,Osama
ACFN,ACCT3228,Management Accounting I,1,5,2,1,4,4,20,Wednesday,13,1.5,EB3134,El-Temtamy,Osama
ACFN,ACCT3730,Management Accounting I,1,6,1,1,4,4,20,Monday,14.5,1.5,EB3134,El-Temtamy,Osama
ACFN,ACCT3228,Management Accounting I,1,6,2,1,4,4,20,Wednesday,14.5,1.5,EB3134,El-Temtamy,Osama
ACFN,ACCT3730,Management Accounting I,1,7,1,1,4,4,20,Tuesday,10,1.5,EB3126,Pieterse,Marli
ACFN,ACCT3228,Management Accounting I,1,7,2,1,4,4,20,Thursday,10,1.5,EB3126,Pieterse,Marli
ACFN,ACCT3730,Management Accounting I,1,8,1,1,4,4,20,Tuesday,11.5,1.5,EB3126,Pieterse,Marli
ACFN,ACCT3228,Management Accounting I,1,8,2,1,4,4,20,Thursday,11.5,1.5,EB3126,Pieterse,Marli
ACFN,ACCT3730,Management Accounting I,1,9,1,1,4,4,20,Monday,14.5,1.5,EB1002,,
ACFN,ACCT3228,Management Accounting I,1,9,2,1,4,4,20,Wednesday,14.5,1.5,EB1002,,
ACFN,ACCT3730,Management Accounting I,1,10,1,1,4,4,20,Tuesday,18,3,EB3108,,
ACFN,ACCT3228,Management Accounting II,1,1,1,1,4,4,20,Tuesday,13,1.5,EB2029,Tang,Jason
ACFN,ACCT3730,Management Accounting II,1,1,2,1,4,4,20,Thursday,13,1.5,EB2029,Tang,Jason
ACFN,ACCT4222,Management Accounting II,1,2,1,1,4,4,20,Tuesday,14.5,1.5,EB2039,Tang,Jason
ACFN,ACCT3730,Management Accounting II,1,2,2,1,4,4,20,Thursday,14.5,1.5,EB2039,Tang,Jason
ACFN,ACCT4222,Management Accounting II,1,3,1,1,4,4,20,Tuesday,18,3,EB2039,,
ACFN,ACCT3730,Special Topics in Accounting,1,1,1,1,4,4,20,Thursday,17,3,EB2039,,
ACFN,ACCT4222,Intermediate Accounting II,1,1,1,1,4,4,20,Tuesday,12.5,2,E147,,
ACFN,ACCT4280,Intermediate Accounting II,1,1,2,1,4,4,20,Thursday,12.5,1,E147,,
ACFN,ACCT4225,Intermediate Accounting II,1,401,1,1,4,4,20,Thursday,13.5,1,E147,,
ACFN,ACCT4280,Intermediate Accounting II,2,2,1,1,4,4,20,Tuesday,14.5,2,E147,El-Temtamy,Osama
ACFN,ACCT4225,Intermediate Accounting II,2,2,2,1,4,4,20,Thursday,14.5,1,E147,,
ACFN,ACCT4280,Intermediate Accounting II,2,402,1,1,4,4,20,Thursday,15.5,1,E147,,
ACFN,ACCT4225,Principles of Auditing,1,1,1,1,4,4,20,Monday,11.5,1.5,EB3134,Pieterse,Marli
ACFN,ACCT4280,Principles of Auditing,1,1,2,1,4,4,20,Wednesday,11.5,1.5,EB3134,Pieterse,Marli
ACFN,ACCT4381,Principles of Auditing,1,2,1,1,4,4,20,Monday,8.5,1.5,EB3126,Pieterse,Marli
ACFN,ACCT4280,Principles of Auditing,1,2,2,1,4,4,20,Wednesday,8.5,1.5,EB3126,Pieterse,Marli
ACFN,ACCT4381,Principles of Auditing,1,3,1,1,4,4,20,Tuesday,18,3,EB2121,,
ACFN,ACCT4280,Intro to Personal & Corporate Tax,1,1,1,1,4,4,20,Tuesday,10.5,2,EB2136,,
ACFN,ACCT4381,Intro to Personal & Corporate Tax,1,1,2,1,4,4,20,Thursday,10.5,2,EB2136,,
ACFN,FNCE2132,Intro to Personal & Corporate Tax,1,401,1,1,4,4,20,Thursday,11.5,1,EB2128,,
ACFN,ACCT4381,Intro to Personal & Corporate Tax,2,2,1,1,4,4,20,Tuesday,12.5,2,EB2128,Derjal,Yousef
ACFN,FNCE2132,Intro to Personal & Corporate Tax,2,2,2,1,4,4,20,Thursday,12.5,1,EB2128,Derjal,Yousef
ACFN,ACCT4381,Intro to Personal & Corporate Tax,2,402,1,1,4,4,20,Thursday,13.5,1,EB2128,Derjal,Yousef
ACFN,FNCE2132,Intro to Personal & Corporate Tax,3,3,1,1,4,4,20,Monday,8.5,2,EB2128,,
ACFN,ACCT4381,Intro to Personal & Corporate Tax,3,3,2,1,4,4,20,Wednesday,8.5,1,EB2128,,
ACFN,FNCE2132,Intro to Personal & Corporate Tax,3,403,1,1,4,4,20,Wednesday,9.5,1,EB2128,,
ACFN,ACCT4381,Advanced Financial Accounting,1,1,1,1,4,4,20,Tuesday,14.5,2,E151,Spyker,Clifford
ACFN,FNCE2132,Advanced Financial Accounting,1,1,2,1,4,4,20,Thursday,14.5,1,E151,Spyker,Clifford
ACFN,ACCT4382,Advanced Financial Accounting,1,401,1,1,4,4,20,Thursday,15.5,1,E151,Spyker,Clifford
ACFN,FNCE2132,Advanced Financial Accounting,2,2,1,1,4,4,20,Tuesday,10.5,2,E151,Deol,Harjinder
ACFN,ACCT4382,Advanced Financial Accounting,2,2,2,1,4,4,20,Thursday,10.5,1,E151,Deol,Harjinder
ACFN,FNCE2132,Advanced Financial Accounting,2,402,1,1,4,4,20,Thursday,11.5,1,E151,Deol,Harjinder
ACFN,ACCT4382,Advanced Financial Accounting,3,3,1,1,4,4,20,Tuesday,18,3,E147,,
ACFN,FNCE2132,Advanced Financial Accounting,3,403,1,1,4,4,20,Tuesday,21,1,E147,,
ACFN,ACCT4382,Advanced Managerial Accounting,1,1,1,1,4,4,20,Monday,10.5,2,E147,Magennis,Simon
ACFN,FNCE2132,Advanced Managerial Accounting,1,1,2,1,4,4,20,Wednesday,10.5,1,E147,Magennis,Simon
ACFN,ACCT5370,Advanced Managerial Accounting,1,401,1,1,4,4,20,Wednesday,11.5,1,E147,Magennis,Simon
ACFN,FNCE2132,Advanced Managerial Accounting,2,2,1,1,4,4,20,Monday,8.5,2,EB2136,Spyker,Clifford
ACFN,ACCT5370,Advanced Managerial Accounting,2,2,2,1,4,4,20,Wednesday,8.5,1,EB2136,Spyker,Clifford
ACFN,FNCE2132,Advanced Managerial Accounting,2,402,1,1,4,4,20,Wednesday,9.5,1,EB2136,Spyker,Clifford
ACFN,ACCT5370,Advanced Managerial Accounting,3,3,1,1,4,4,20,Tuesday,18,3,EB3112,,
ACFN,FNCE2132,Advanced Managerial Accounting,3,403,1,1,4,4,20,Tuesday,21,1,EB2128,,
ACFN,ACCT5370,Advanced Topics in Accounting,1,1,1,1,4,4,20,Monday,10,1.5,EB2122,Edge,Nicole
ACFN,FNCE2132,Advanced Topics in Accounting,1,1,2,1,4,4,20,Wednesday,10,1.5,EB2122,Edge,Nicole
ACFN,FNCE2130,Advanced Topics in Accounting,1,2,1,1,4,4,20,Monday,11.5,1.5,EB2122,Edge,Nicole
ACFN,FNCE2132,Advanced Topics in Accounting,1,2,2,1,4,4,20,Wednesday,11.5,1.5,EB2122,Edge,Nicole
ACFN,FNCE2130,Advanced Topics in Accounting,1,3,1,1,4,4,20,Monday,14.5,1.5,T230,Edge,Nicole
ACFN,FNCE2132,Advanced Topics in Accounting,1,3,2,1,4,4,20,Wednesday,14.5,1.5,T230,Edge,Nicole
ACFN,FNCE2130,Personal Finance,1,1,1,1,4,4,20,Thursday,18,3,EB2138,,
ACFN,FNCE2132,Personal Finance,1,2,1,1,4,4,20,Tuesday,18,3,EB2138,,
ACFN,FNCE3205,Personal Finance,1,3,1,1,4,4,20,Wednesday,18,3,EB2138,,
ACFN,FNCE2132,Intro to the Stock Market,1,1,1,1,4,4,20,Tuesday,10,1.5,EB2029,,
ACFN,FNCE3205,Intro to the Stock Market,1,1,2,1,4,4,20,Thursday,10,1.5,EB2029,,
ACFN,FNCE3203,Intro to the Stock Market,1,2,1,1,4,4,20,Tuesday,8.5,1.5,EB2029,,
ACFN,FNCE3205,Intro to the Stock Market,1,2,2,1,4,4,20,Thursday,8.5,1.5,EB2029,,
ACFN,FNCE3203,Intro to the Stock Market,1,3,1,1,4,4,20,Monday,13,1.5,EB2029,,
ACFN,FNCE3205,Intro to the Stock Market,1,3,2,1,4,4,20,Wednesday,13,1.5,EB2029,,
ACFN,FNCE3203,Intro to the Stock Market,1,4,1,1,4,4,20,Wednesday,18,3,EB2029,,
ACFN,FNCE3205,Intro to the Stock Market,1,5,1,1,4,4,20,Tuesday,18,3,E141,,
ACFN,FNCE3203,Income Tax Planning,1,1,1,1,4,4,20,Tuesday,18,3,Y318,,
ACFN,FNCE3205,Strategic Investment Planning,1,1,1,1,4,4,20,Tuesday,18,3,W227,,
ACFN,FNCE3227,Introduction to Finance,1,1,1,1,4,4,20,Tuesday,8.5,1.5,EC1055,Hussain,Tashfeen
ACFN,FNCE3228,Introduction to Finance,1,1,2,1,4,4,20,Thursday,8.5,1.5,EC1055,Hussain,Tashfeen
ACFN,FNCE3556,Introduction to Finance,1,2,1,1,4,4,20,Tuesday,10,1.5,EB3134,Fardnia,Pedram
ACFN,FNCE3228,Introduction to Finance,1,2,2,1,4,4,20,Thursday,10,1.5,EB3134,Fardnia,Pedram
ACFN,FNCE3556,Introduction to Finance,1,3,1,1,4,4,20,Tuesday,11.5,1.5,EB3134,Fardnia,Pedram
ACFN,FNCE3228,Introduction to Finance,1,3,2,1,4,4,20,Thursday,11.5,1.5,EB3134,Fardnia,Pedram
ACFN,FNCE3556,Introduction to Finance,1,4,1,1,4,4,20,Monday,8.5,1.5,EB1010,Fardnia,Pedram
ACFN,FNCE3228,Introduction to Finance,1,4,2,1,4,4,20,Wednesday,8.5,1.5,EB1010,Fardnia,Pedram
ACFN,FNCE3556,Introduction to Finance,1,5,1,1,4,4,20,Monday,10,1.5,EB1010,Fardnia,Pedram
ACFN,FNCE3228,Introduction to Finance,1,5,2,1,4,4,20,Wednesday,10,1.5,EB1010,Fardnia,Pedram
ACFN,FNCE3556,Introduction to Finance,1,6,1,1,4,4,20,Monday,11.5,1.5,EB3130,,
ACFN,FNCE3228,Introduction to Finance,1,6,2,1,4,4,20,Wednesday,11.5,1.5,EB3130,,
ACFN,FNCE3556,Introduction to Finance,1,7,1,1,4,4,20,Monday,13,1.5,EB3130,,
ACFN,FNCE3228,Introduction to Finance,1,7,2,1,4,4,20,Wednesday,13,1.5,EB3130,,
ACFN,FNCE3556,Introduction to Finance,1,8,1,1,4,4,20,Wednesday,14.5,1.5,EB3126,,
ACFN,FNCE3228,Introduction to Finance,1,8,2,1,4,4,20,Friday,14.5,1.5,EB3126,,
ACFN,FNCE3556,Introduction to Finance,1,9,1,1,4,4,20,Wednesday,16,1.5,EB3126,,
ACFN,FNCE3228,Introduction to Finance,1,9,2,1,4,4,20,Friday,16,1.5,EB3126,,
ACFN,FNCE3556,Introduction to Finance,1,10,1,1,4,4,20,Wednesday,18,3,EB1108,,
ACFN,FNCE3228,Advanced Corporate Finance,1,1,1,1,4,4,20,Tuesday,13,1.5,EB2121,Hussain,Tashfeen
ACFN,FNCE3556,Advanced Corporate Finance,1,1,2,1,4,4,20,Thursday,13,1.5,EB2121,Hussain,Tashfeen
ACFN,FNCE3302,Advanced Corporate Finance,1,2,1,1,4,4,20,Monday,14.5,1.5,EB2121,Dwyer,Allan
ACFN,FNCE3556,Advanced Corporate Finance,1,2,2,1,4,4,20,Wednesday,14.5,1.5,EB2121,Dwyer,Allan
ACFN,FNCE3302,Advanced Corporate Finance,1,3,1,1,4,4,20,Monday,14.5,1.5,EB1107,Li,Tianze
ACFN,FNCE3556,Advanced Corporate Finance,1,3,2,1,4,4,20,Wednesday,14.5,1.5,EB1107,Li,Tianze
ACFN,FNCE3302,International Finance,1,1,1,1,4,4,20,Tuesday,8.5,1.5,EB1107,Roy-Heaton,Catherine
ACFN,FNCE3556,International Finance,1,1,2,1,4,4,20,Thursday,8.5,1.5,EB1107,Roy-Heaton,Catherine
ACFN,FNCE3304,International Finance,1,2,1,1,4,4,20,Tuesday,10,1.5,EB1107,Roy-Heaton,Catherine
ACFN,FNCE3556,International Finance,1,2,2,1,4,4,20,Thursday,10,1.5,EB1107,Roy-Heaton,Catherine
ACFN,FNCE3304,International Finance,1,3,1,1,4,4,20,Tuesday,13,1.5,EB1107,,
ACFN,FNCE3556,International Finance,1,3,2,1,4,4,20,Thursday,13,1.5,EB1107,,
ACFN,FNCE3304,Business & Financial Modeling,1,1,1,1,4,4,20,Monday,8.5,1.5,EB1011,Osakwe,Carlton-James
ACFN,FNCE3556,Business & Financial Modeling,1,1,2,1,4,4,20,Wednesday,8.5,1.5,EB1011,Osakwe,Carlton-James
ACFN,FNCE4405,Business & Financial Modeling,1,2,1,1,4,4,20,Tuesday,17,3,EB1015,,
ACFN,FNCE3556,Student Investment Fund 2,1,1,1,1,4,4,20,Wednesday,16,1.5,EA1041,Dwyer,Allan
ACFN,FNCE4405,Entrepreneurial Finance,1,1,1,1,4,4,20,Tuesday,11.5,1.5,EB2122,Chowdhury,Reza
ACFN,FNCE4556,Entrepreneurial Finance,1,1,2,1,4,4,20,Thursday,11.5,1.5,EB2122,Chowdhury,Reza
ACFN,FNCE4406,"Financial Markets, Instit & Gov",1,1,1,1,4,4,20,Monday,16,1.5,EB1023,Hussain,Tashfeen
ACFN,FNCE4556,"Financial Markets, Instit & Gov",1,1,2,1,4,4,20,Wednesday,16,1.5,EB1023,Hussain,Tashfeen
ACFN,FNCE4407,Investments & Portfolio Mgmt,1,1,1,1,4,4,20,Monday,10,1.5,EB2039,Li,Tianze
ACFN,FNCE4556,Investments & Portfolio Mgmt,1,1,2,1,4,4,20,Wednesday,10,1.5,EB2039,Li,Tianze
ACFN,FNCE4408,Investments & Portfolio Mgmt,1,2,1,1,4,4,20,Monday,16,1.5,EB2029,Li,Tianze
ACFN,FNCE4556,Investments & Portfolio Mgmt,1,2,2,1,4,4,20,Wednesday,16,1.5,EB2029,Li,Tianze
ACFN,FNCE4408,Investments & Portfolio Mgmt,1,3,1,1,4,4,20,Monday,8.5,1.5,EB2029,,
ACFN,FNCE4556,Investments & Portfolio Mgmt,1,3,2,1,4,4,20,Wednesday,8.5,1.5,EB2029,,
ACFN,FNCE4408,Financial Risk Management,1,1,1,1,4,4,20,Monday,11.5,1.5,EB1109,Osakwe,Carlton-James
ACFN,FNCE4556,Financial Risk Management,1,1,2,1,4,4,20,Wednesday,11.5,1.5,EB1109,Osakwe,Carlton-James
ACFN,FNCE4409,Financial Risk Management,1,2,1,1,4,4,20,Monday,13,1.5,EB1109,Osakwe,Carlton-James
ACFN,FNCE4556,Financial Risk Management,1,2,2,1,4,4,20,Wednesday,13,1.5,EB1109,Osakwe,Carlton-James
ACFN,FNCE4409,Financial Risk Management,1,3,1,1,4,4,20,Monday,14.5,1.5,EB1010,,
ACFN,FNCE4556,Financial Risk Management,1,3,2,1,4,4,20,Wednesday,14.5,1.5,EB1010,,
ACFN,FNCE4409,Securities Analysis and Valuation,1,1,1,1,4,4,20,Tuesday,16,3,EB2122,,
ACFN,FNCE4556,Securities Analysis and Valuation,1,2,1,1,4,4,20,Tuesday,8.5,1.5,EB1109,,
ACFN,FNCE5010,Securities Analysis and Valuation,1,2,2,1,4,4,20,Thursday,8.5,1.5,EB1109,,
ACFN,FNCE4556,Securities Analysis and Valuation,1,3,1,1,4,4,20,Tuesday,8.5,1.5,EB1023,,
ACFN,FNCE5010,Securities Analysis and Valuation,1,3,2,1,4,4,20,Thursday,8.5,1.5,EB1023,,
ACFN,FNCE4556,Student Investment Fund IV,1,1,1,1,4,4,20,Wednesday,16,1.5,EA1041,Dwyer,Allan
ACFN,FNCE5010,Advanced Topics in Finance,1,1,1,1,4,4,20,Tuesday,13,1.5,EB2103,Roy-Heaton,Catherine
ACFN,COOP0003,Advanced Topics in Finance,1,1,2,1,4,4,20,Thursday,13,1.5,EB2103,Roy-Heaton,Catherine
ACFN,COOP0001,Advanced Topics in Finance,1,2,1,1,4,4,20,Tuesday,14.5,1.5,EB2103,Roy-Heaton,Catherine
ACFN,COOP0003,Advanced Topics in Finance,1,2,2,1,4,4,20,Thursday,14.5,1.5,EB2103,Roy-Heaton,Catherine
ACFN,COOP0001,Advanced Topics in Finance,1,3,1,1,4,4,20,Tuesday,11.5,1.5,EB1109,Dwyer,Allan
ACFN,COOP0003,Advanced Topics in Finance,1,3,2,1,4,4,20,Thursday,11.5,1.5,EB1109,Dwyer,Allan
ADMN,COOP0001,Orientation to Co-op Education,1,1,1,1,4,4,20,Tuesday,13,1.5,EB3112,Nguyen,Tram
ADMN,COOP0003,Orientation to Co-op Education,1,2,1,1,4,4,20,Wednesday,13,1.5,EB3112,Gonzalez,Carlos
ADMN,COOP0002,Orientation to Co-op Education,1,3,1,1,4,4,20,Wednesday,14.5,1.5,EB3112,Gonzalez,Carlos
ADMN,COOP0003,Orientation to Co-op Education,1,5,1,1,4,4,20,Friday,8.5,1.5,E204,Filmer,Robin
ADMN,COOP0002,Orientation to Co-op Education,1,6,1,1,4,4,20,Tuesday,14.5,1.5,EB3112,Nguyen,Tram
ADMN,COOP0003,Orientation to Co-op Education,1,7,1,1,4,4,20,Friday,10,1.5,E204,Filmer,Robin
ADMN,COOP0002,Orientation to Co-op Education,1,8,1,1,4,4,20,Thursday,10,1.5,EB2138,Peterelli,Vanessa
ADMN,COOP0003,Orientation to Co-op Education,1,9,1,1,4,4,20,Thursday,8.5,1.5,EB2138,Peterelli,Vanessa
ADMN,COOP0002,Work Term I,1,1,1,1,4,4,20,0,0,0,,Nguyen,Tram
ADMN,COOP0003,Work Term I,1,2,1,1,4,4,20,0,0,0,,Gonzalez,Carlos
ADMN,COOP0004,Work Term I,1,3,1,1,4,4,20,0,0,0,,Filmer,Robin
ADMN,COOP0003,Work Term II,1,1,1,1,4,4,20,0,0,0,,Nguyen,Tram
ADMN,COOP0004,Work Term II,1,2,1,1,4,4,20,0,0,0,,Gonzalez,Carlos
ADMN,AIRF2101,Work Term II,1,3,1,1,4,4,20,0,0,0,,Filmer,Robin
ADMN,COOP0004,Work Term III,1,1,1,1,4,4,20,0,0,0,,Nguyen,Tram
ADMN,AIRF2101,Work Term III,1,2,1,1,4,4,20,0,0,0,,Gonzalez,Carlos
ADMN,AIRF2111,Work Term III,1,3,1,1,4,4,20,0,0,0,,Filmer,Robin
AIRF,AIRF2101,Aviation History and Aviation Law,1,1,1,1,4,4,20,Wednesday,14.5,3,EB1014,Wiebe,Deanna
AIRF,AIRF2111,"Aeronautics, Industry & Flight Ops",1,1,1,1,4,4,20,Monday,13,3,EB1014,Gillanders,Chris
AIRF,AIRF2209,Advanced Aviation Meteorology,1,1,1,1,4,4,20,Friday,14.5,3,EB1014,Gillanders,Chris
AIRF,AIRF3206,"Adv Aircraft Oper, GPS & Crew Coord",1,1,1,1,4,4,20,Tuesday,8.5,1.5,EB1014,Gillanders,Chris
AIRF,FLTR1102,"Adv Aircraft Oper, GPS & Crew Coord",1,1,2,1,4,4,20,Thursday,8.5,1.5,EB1014,Gillanders,Chris
AIRF,AIRF3210,Aviation Tech & Aircraft Systems,1,1,1,1,4,4,20,Wednesday,11.5,1.5,W322,Gillanders,Chris
AIRF,FLTR1102,Aviation Tech & Aircraft Systems,1,1,2,1,4,4,20,Friday,11.5,1.5,W322,Gillanders,Chris
AIRF,AIRF3242,Human Factors & Aviation Safety,1,1,1,1,4,4,20,Tuesday,10,1.5,EB1014,Gillanders,Chris
AIRF,FLTR1102,Human Factors & Aviation Safety,1,1,2,1,4,4,20,Thursday,10,1.5,EB1014,Gillanders,Chris
AIRF,FLTR1101,VFR Navigation,1,1,1,1,4,4,20,0,0,0,,Wiebe,Deanna
AIRF,FLTR1102,Applied Navigation and Instrument,1,1,1,1,4,4,20,0,0,0,,Wiebe,Deanna
AIRF,FLTR1103,Night Rating,1,1,1,1,4,4,20,0,0,0,,Wiebe,Deanna
AIRF,FLTR1105,Multi-engine Rating,1,1,1,1,4,4,20,0,0,0,,Wiebe,Deanna
AIRF,FLTR1201,Navigation Flight 1,1,1,1,1,4,4,20,0,0,0,,Wiebe,Deanna
AIRF,FLTR2103,Navigation Flight 1,1,2,1,1,4,4,20,0,0,0,,Wiebe,Deanna
AIRF,FLTR1202,Navigation Flight 2,1,1,1,1,4,4,20,0,0,0,,Wiebe,Deanna
